MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
SC20,RL,4.693181063310805,9.42,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,1.791759469228055,7.581209826196346,1978,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,6.88653164253051,6.88653164253051,GasA,TA,Y,SBrkr,7.260522598089852,0.0,0.0,7.260522598089852,0.0,0.0,1,0.0,3,0.6931471805599453,TA,1.9459101490553128,Min1,0.6931471805599453,TA,Attchd,1960.0,RFn,1.0,286.0,TA,TA,Y,0.0,0.0,3.610917912644224,0.0,0.0,0.0,None,GdWo,Shed,6.398594934535208,Aug,2007,WD,Normal,126273.43
SC80,RL,4.394449154672439,9.17,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,6,1.9459101490553128,7.578656850594762,1972,Gable,CompShg,AsbShng,AsbShng,BrkFace,5.10594547390058,TA,TA,CBlock,TA,TA,Av,BLQ,6.51471269087253,LwQ,4.890349128221754,5.860786223465865,7.053585727193677,GasA,Ex,Y,SBrkr,7.327123292259293,0.0,0.0,7.327123292259293,0.6931471805599453,0.0,1,0.0,3,0.6931471805599453,TA,2.079441541679836,Typ,1.0986122886681098,Gd,Basment,1955.0,RFn,1.0,364.0,TA,TA,Y,0.0,0.0,5.247024072160486,0.0,0.0,0.0,None,None,None,0.0,Mar,2010,WD,Normal,102280.72
SC60,RL,4.262679877041316,9.36,Pave,None,IR1,HLS,AllPub,Inside,Sev,NAmes,Norm,Norm,1Fam,2Story,5,1.791759469228055,7.585788821732034,1969,Gable,CompShg,Plywood,Plywood,BrkFace,5.262690188904886,TA,TA,PConc,Gd,TA,Av,Rec,6.478509642208569,Unf,0.0,5.968707559985366,6.947937068614969,GasA,TA,Y,SBrkr,6.947937068614969,6.947937068614969,0.0,7.640603826393634,0.0,0.6931471805599453,1,1.0986122886681098,5,0.6931471805599453,Fa,2.302585092994046,Typ,1.0986122886681098,TA,Attchd,1969.0,Unf,2.0,504.0,TA,TA,Y,5.817111159963204,0.0,0.0,0.0,0.0,0.0,None,None,None,0.0,Sep,2007,WD,Family,73979.36
SC80,RL,4.418840607796598,9.11,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Feedr,Norm,1Fam,SLvl,6,1.791759469228055,7.583247524303362,1964,Gable,WdShngl,Plywood,Wd Sdng,BrkFace,5.560681631015528,TA,TA,CBlock,TA,TA,Gd,GLQ,6.437751649736401,Rec,5.820082930352362,5.666426688112432,7.130098510125578,GasA,TA,Y,SBrkr,7.208600337960199,0.0,0.0,7.208600337960199,0.6931471805599453,0.0,1,0.6931471805599453,3,0.6931471805599453,TA,1.9459101490553128,Typ,0.0,Missing,Attchd,1964.0,RFn,2.0,520.0,TA,TA,Y,5.176149732573829,0.0,0.0,0.0,0.0,0.0,None,GdPrv,None,0.0,Jun,2008,WD,Normal,127823.44
SC70,RM,3.9318256327243257,9.11,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Artery,Norm,1Fam,2Story,5,1.9459101490553128,7.53955882930103,1991,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,BrkTil,Fa,Fa,No,Unf,0.0,Unf,0.0,6.456769655572163,6.456769655572163,GasA,TA,Y,FuseA,6.993932975223189,6.495265555937008,0.0,7.467942332285852,0.0,0.0,1,0.0,3,0.6931471805599453,Ex,2.19722457733622,Typ,0.0,Missing,Detchd,1937.0,Unf,1.0,240.0,Fa,Po,N,0.0,0.0,5.683579767338681,0.0,0.0,0.0,None,MnPrv,None,0.0,Jun,2006,WD,Abnorml,122908.58
SC120,RL,3.555348061489413,8.43,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,Twnhs,1Story,8,1.791759469228055,7.604396348796338,2006,Gable,CompShg,VinylSd,VinylSd,Stone,4.691347882229144,Gd,TA,PConc,Gd,Gd,Mn,GLQ,3.218875824868201,Unf,0.0,7.333676395657684,7.349230824613334,GasA,Ex,Y,SBrkr,7.349230824613334,0.0,0.0,7.349230824613334,0.0,0.0,2,0.0,2,0.6931471805599453,Gd,1.9459101490553128,Typ,0.6931471805599453,Gd,Attchd,2006.0,RFn,2.0,627.0,TA,TA,Y,5.056245805348308,4.30406509320417,0.0,0.0,0.0,0.0,None,None,None,0.0,Aug,2007,WD,Normal,130746.336
SC20,RL,4.454347296253507,9.38,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,7,1.791759469228055,7.589841512182657,1977,Hip,CompShg,Plywood,Plywood,BrkFace,5.3471075307174685,TA,Gd,CBlock,TA,TA,No,ALQ,6.71295620067707,Unf,0.0,6.336825731146441,7.234898420314831,GasA,TA,Y,SBrkr,7.252762418053187,0.0,0.0,7.252762418053187,0.0,0.0,2,0.0,3,0.6931471805599453,TA,1.9459101490553128,Typ,0.6931471805599453,TA,Attchd,1977.0,Fin,2.0,544.0,TA,TA,Y,5.262690188904886,0.0,0.0,0.0,0.0,0.0,None,None,None,0.0,Apr,2009,WD,Family,116314.37
SC20,RL,4.394449154672439,9.13,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,2.079441541679836,7.578145472419466,2005,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,6.175867270105761,LwQ,6.150602768446279,4.691347882229144,6.963189985870238,GasA,TA,Y,SBrkr,6.963189985870238,0.0,0.0,6.963189985870238,0.0,0.6931471805599453,1,0.0,3,0.6931471805599453,TA,1.9459101490553128,Typ,0.0,Missing,Attchd,1954.0,Unf,1.0,260.0,TA,TA,Y,5.968707559985366,0.0,0.0,0.0,0.0,0.0,None,None,None,0.0,Jul,2007,WD,Normal,108140.22
SC90,RL,4.174387269895637,8.85,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,Duplex,SFoyer,6,1.791759469228055,7.591357046698551,1980,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,GLQ,6.963189985870238,Unf,0.0,0.0,6.963189985870238,GasA,Gd,Y,SBrkr,6.963189985870238,0.0,0.0,6.963189985870238,1.0986122886681098,0.0,0,0.0,0,1.0986122886681098,TA,1.6094379124341005,Typ,0.0,Missing,Detchd,1980.0,Unf,2.0,576.0,TA,TA,Y,5.579729825986222,4.04305126783455,0.0,0.0,0.0,0.0,None,GdPrv,Shed,6.398594934535208,Jun,2010,WD,Normal,149116.53
SC190,RH,4.110873864173311,9.3,Pave,Pave,Reg,Bnk,AllPub,Inside,Gtl,SWISU,Feedr,Norm,2fmCon,2.5Fin,6,2.079441541679836,7.557472901614746,1995,Hip,CompShg,VinylSd,VinylSd,None,0.0,Fa,TA,CBlock,TA,Fa,No,LwQ,5.54907608489522,Unf,0.0,7.077498053569231,7.273092595999522,GasA,Ex,Y,FuseA,7.273092595999522,7.273092595999522,6.246106765481563,8.130353547431238,0.0,0.0,2,0.0,8,1.0986122886681098,Fa,2.70805020110221,Typ,0.0,Missing,None,1970.4,None,0.0,0.0,None,None,N,0.0,4.709530201312334,0.0,0.0,0.0,0.0,None,None,None,0.0,Mar,2007,WD,Abnorml,81259.85
SC30,RM,3.951243718581428,8.72,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,2,1.3862943611198906,7.5688956634069955,1950,Gable,CompShg,AsbShng,AsbShng,None,0.0,Fa,Fa,BrkTil,TA,Fa,No,Unf,0.0,Unf,0.0,5.579729825986222,5.579729825986222,Grav,Fa,N,FuseA,6.68586094706836,0.0,0.0,6.68586094706836,0.0,0.0,1,0.0,1,0.6931471805599453,Fa,1.6094379124341005,Maj1,0.6931471805599453,Po,None,1942.4,None,0.0,0.0,None,None,N,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,0.0,Jan,2009,ConLw,Normal,98907.734
SC190,RM,3.9318256327243257,8.7,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,2fmCon,1.5Fin,5,1.6094379124341005,7.578145472419466,1954,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,6.699500340161678,6.699500340161678,GasA,TA,Y,FuseA,6.699500340161678,6.3578422665081,0.0,7.23561914106675,0.0,0.0,2,0.0,3,1.0986122886681098,Gd,2.079441541679836,Typ,0.0,Missing,BuiltIn,1954.0,Unf,1.0,256.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,0.0,Nov,2009,WD,Normal,143716.84
SC30,RL,4.219507705176107,9.08,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Feedr,Norm,1Fam,1Story,5,2.079441541679836,7.555381944240273,1950,Gable,CompShg,MetalSd,Wd Sdng,None,0.0,TA,TA,CBlock,Fa,TA,No,Unf,0.0,Unf,0.0,6.680854678790215,6.680854678790215,GasA,Gd,Y,FuseA,6.680854678790215,0.0,0.0,6.680854678790215,0.0,0.0,1,0.0,2,0.6931471805599453,TA,1.6094379124341005,Typ,0.0,Missing,None,1942.0,None,0.0,0.0,None,None,P,5.796057750765372,0.0,5.10594547390058,0.0,0.0,0.0,None,MnPrv,None,0.0,May,2008,WD,Normal,54817.703
SC120,RL,3.9889840465642745,8.29,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,8,1.791759469228055,7.604396348796338,2006,Hip,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,Gd,Av,GLQ,7.051855622955894,Unf,0.0,5.905361848054571,7.327123292259293,GasA,Ex,Y,SBrkr,7.357556200910353,0.0,0.0,7.357556200910353,0.6931471805599453,0.0,2,0.0,1,0.6931471805599453,Ex,2.079441541679836,Typ,0.6931471805599453,Gd,Attchd,2006.0,Fin,3.0,648.0,TA,TA,Y,5.746203190540153,0.0,0.0,0.0,0.0,0.0,None,None,None,0.0,Oct,2006,New,Partial,87673.58
SC120,RL,4.143134726391533,9.45,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,8,1.791759469228055,7.602900462204755,2004,Hip,CompShg,MetalSd,MetalSd,BrkFace,6.159095388491933,Ex,TA,PConc,Ex,TA,Gd,GLQ,7.105786129481271,Unf,0.0,5.707110264748875,7.325807502595773,GasA,Ex,Y,SBrkr,7.325807502595773,0.0,0.0,7.325807502595773,0.0,0.0,1,0.6931471805599453,1,0.6931471805599453,Ex,1.9459101490553128,Typ,0.6931471805599453,Gd,Attchd,2003.0,RFn,2.0,588.0,TA,TA,Y,5.225746673713202,4.948759890378168,0.0,0.0,0.0,0.0,None,None,None,0.0,Apr,2008,WD,Normal,119291.41
SC60,FV,4.23410650459726,8.86,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,1.791759469228055,7.601901959875166,2001,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,6.6052979209482015,Unf,0.0,5.768320995793772,6.964135612418245,GasA,Ex,Y,SBrkr,6.964135612418245,6.771935555839602,0.0,7.5652752818989315,0.6931471805599453,0.0,2,0.6931471805599453,3,0.6931471805599453,Gd,2.079441541679836,Typ,0.6931471805599453,TA,Attchd,2001.0,Fin,2.0,650.0,TA,TA,Y,0.0,5.4638318050256105,0.0,0.0,0.0,0.0,None,None,None,0.0,May,2007,WD,Normal,127116.45
SC80,RL,4.330733340286331,9.54,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,8,2.079441541679836,7.587310506022615,1995,Gable,CompShg,Plywood,Wd Sdng,None,0.0,Gd,TA,CBlock,Gd,TA,Gd,GLQ,7.252053951852814,Unf,0.0,6.297109319933935,7.577121930876679,GasA,Gd,Y,SBrkr,7.601402334583733,6.558197802812269,0.0,7.902857191280582,0.6931471805599453,0.0,2,0.6931471805599453,4,0.6931471805599453,Ex,2.302585092994046,Typ,1.3862943611198906,TA,Attchd,1972.0,Fin,2.0,538.0,TA,TA,Y,5.598421958998375,4.718498871295094,0.0,0.0,0.0,0.0,None,MnPrv,None,0.0,Jul,2009,WD,Normal,105783.61
SC60,RL,4.394449154672439,9.29,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,RRAn,Norm,1Fam,2Story,5,1.791759469228055,7.585788821732034,1969,Mansard,CompShg,WdShing,HdBoard,BrkFace,5.575949103146316,TA,TA,CBlock,TA,TA,No,Rec,6.202535517187923,BLQ,5.662960480135946,0.0,6.660575149839686,GasA,Ex,Y,SBrkr,6.660575149839686,6.734591659972948,0.0,7.390798521735676,0.0,0.0,2,0.6931471805599453,4,0.6931471805599453,TA,2.079441541679836,Min1,0.0,Missing,Attchd,1969.0,Fin,2.0,462.0,TA,TA,Y,5.342334251964811,0.0,0.0,0.0,0.0,0.0,None,GdWo,None,0.0,Apr,2007,WD,Normal,136689.78
SC20,FV,4.454347296253507,9.13,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,9,1.791759469228055,7.605890001053122,2009,Gable,CompShg,CemntBd,CmentBd,Stone,5.093750200806762,Ex,TA,PConc,Ex,TA,Mn,GLQ,7.022868086082641,Unf,0.0,6.470799503782602,7.477038472319696,GasA,Ex,Y,SBrkr,7.477038472319696,0.0,0.0,7.477038472319696,0.6931471805599453,0.0,2,0.6931471805599453,2,0.6931471805599453,Ex,2.079441541679836,Typ,0.6931471805599453,Gd,Attchd,2009.0,Fin,3.0,478.0,TA,TA,Y,5.278114659230517,4.875197323201151,0.0,0.0,0.0,0.0,None,None,None,0.0,Oct,2009,New,Partial,123169.164
SC20,RL,4.26549281841793,9.26,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,1.791759469228055,7.586803535162581,1971,Hip,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,5.645446897643238,LwQ,3.58351893845611,6.499787040655854,6.889591308354466,GasA,TA,Y,SBrkr,6.889591308354466,0.0,0.0,6.889591308354466,0.6931471805599453,0.0,1,0.6931471805599453,3,0.6931471805599453,TA,1.791759469228055,Typ,0.0,Missing,Detchd,1979.0,Unf,2.0,576.0,TA,TA,Y,0.0,5.746203190540153,3.713572066704308,0.0,0.0,0.0,None,None,None,0.0,Mar,2007,WD,Normal,67024.42
SC20,RL,4.110873864173311,8.88,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,1.791759469228055,7.576097340623111,1950,Hip,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,None,None,None,None,0.0,None,0.0,0.0,0.0,GasA,Gd,Y,SBrkr,6.955592608396297,0.0,0.0,6.955592608396297,0.0,0.0,1,0.0,3,0.6931471805599453,TA,2.079441541679836,Min1,0.0,Missing,Detchd,1950.0,Unf,2.0,420.0,TA,TA,Y,0.0,3.332204510175204,0.0,0.0,0.0,0.0,None,None,None,0.0,Jul,2008,WD,Normal,205308.23
SC20,RL,4.454347296253507,9.25,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,6,1.791759469228055,7.577633832602728,1953,Hip,CompShg,Wd Sdng,Wd Sdng,Stone,5.37989735354046,TA,TA,CBlock,TA,TA,Mn,Rec,6.2166061010848646,Unf,0.0,6.38856140554563,6.9985096422506015,GasA,Ex,Y,SBrkr,6.9985096422506015,0.0,0.0,6.9985096422506015,0.0,0.0,1,0.0,3,0.6931471805599453,TA,1.791759469228055,Typ,1.0986122886681098,Gd,Attchd,1953.0,RFn,2.0,495.0,TA,TA,Y,0.0,0.0,0.0,0.0,5.662960480135946,0.0,None,None,None,0.0,Jun,2008,WD,Normal,119032.31
SC60,RL,4.262679877041316,8.95,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,PosN,Norm,1Fam,2Story,6,1.791759469228055,7.584264818389059,1966,Gable,CompShg,MetalSd,MetalSd,BrkFace,5.863631175598097,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,6.6293632534374485,6.6293632534374485,GasA,TA,Y,SBrkr,6.958448393297656,6.670766320845874,0.0,7.517520850603031,0.0,0.0,1,0.6931471805599453,4,0.6931471805599453,TA,2.079441541679836,Typ,0.6931471805599453,TA,Attchd,1966.0,Unf,2.0,442.0,TA,TA,Y,0.0,4.8283137373023015,5.37989735354046,0.0,0.0,0.0,None,None,None,0.0,Jun,2010,WD,Normal,112786.85
SC180,RM,3.091042453358316,7.57,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,Twnhs,SFoyer,4,1.9459101490553128,7.58629630715272,1970,Gable,CompShg,CemntBd,CmentBd,None,0.0,TA,TA,CBlock,Gd,TA,Av,BLQ,4.882801922586371,GLQ,6.214608098422191,0.0,6.447305862541213,GasA,Gd,Y,SBrkr,6.447305862541213,0.0,0.0,6.447305862541213,0.6931471805599453,0.0,1,0.0,1,0.6931471805599453,TA,1.3862943611198906,Typ,0.0,Missing,None,1971.6,None,0.0,0.0,None,None,Y,0.0,0.0,0.0,0.0,0.0,0.0,None,MnPrv,None,0.0,Dec,2007,WD,Normal,128284.52
SC60,FV,4.189654742026425,9.0,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,1.9459101490553128,7.60489448081162,2007,Gable,CompShg,CemntBd,CmentBd,None,3.93963817246112,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,6.70196036600254,6.70196036600254,GasA,Ex,Y,SBrkr,6.71295620067707,6.738152494595957,0.0,7.418180822726788,0.0,0.0,2,0.6931471805599453,3,0.6931471805599453,Gd,2.079441541679836,Typ,0.0,Missing,Attchd,2007.0,RFn,2.0,562.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,0.0,May,2008,WD,Normal,139665.58
SC70,RL,4.110873864173311,9.11,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Artery,Norm,1Fam,2Story,4,1.791759469228055,7.57095858316901,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,Mn,Unf,0.0,Unf,0.0,6.628041376179533,6.628041376179533,GasA,TA,Y,SBrkr,6.628041376179533,6.628041376179533,0.0,7.32052696227274,0.6931471805599453,0.0,1,0.0,4,0.6931471805599453,TA,2.079441541679836,Typ,0.6931471805599453,Gd,Detchd,1940.0,Unf,1.0,296.0,Fa,Po,P,4.795790545596741,0.0,0.0,0.0,0.0,0.0,None,MnPrv,None,0.0,Oct,2009,WD,Normal,140065.94
SC60,RL,4.262679877041316,9.08,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,1.791759469228055,7.599401333415815,1996,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,6.78105762593618,6.78105762593618,GasA,Ex,Y,SBrkr,6.813444599510896,6.694562058521095,0.0,7.448333860897476,0.0,0.0,2,0.6931471805599453,2,0.6931471805599453,Gd,2.079441541679836,Typ,0.6931471805599453,TA,Attchd,1996.0,RFn,2.0,512.0,TA,TA,Y,0.0,4.795790545596741,0.0,0.0,0.0,0.0,None,None,None,0.0,Jul,2009,WD,Normal,118790.79
SC50,RM,4.110873864173311,9.24,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,6,2.079441541679836,7.553286605600419,1995,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,6.6293632534374485,6.6293632534374485,GasA,Ex,Y,SBrkr,6.6293632534374485,6.570882962339584,0.0,7.293017679772782,0.0,0.0,1,0.0,3,0.6931471805599453,TA,2.079441541679836,Typ,0.0,Missing,Detchd,1906.0,Unf,1.0,216.0,TA,TA,Y,4.060443010546419,0.0,5.480638923341991,0.0,0.0,0.0,None,MnPrv,None,0.0,Jun,2008,WD,Normal,114988.83
SC20,RL,4.5217885770490405,9.25,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,1Story,8,1.9459101490553128,7.59890045687141,1995,Hip,CompShg,MetalSd,MetalSd,BrkFace,6.493753839851686,Gd,Gd,PConc,Gd,TA,Gd,GLQ,7.436617265234227,Unf,0.0,6.025865973825314,7.654443226470112,GasA,Ex,Y,SBrkr,7.656337166430183,0.0,0.0,7.656337166430183,0.6931471805599453,0.0,2,0.6931471805599453,2,0.6931471805599453,Gd,2.079441541679836,Typ,0.6931471805599453,TA,Attchd,1995.0,Fin,3.0,839.0,TA,TA,Y,5.468060141135132,3.8501476017100575,0.0,0.0,0.0,0.0,None,None,None,0.0,Aug,2008,WD,Normal,154343.53
SC160,RM,3.091042453358316,7.43,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,1.791759469228055,7.586803535162581,1971,Gable,CompShg,HdBoard,ImStucc,BrkFace,5.945420608606575,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,6.26530121273771,6.26530121273771,GasA,TA,Y,SBrkr,6.26530121273771,6.342121418721152,0.0,6.996681488176539,0.0,0.0,1,0.6931471805599453,3,0.6931471805599453,TA,1.9459101490553128,Typ,0.0,Missing,Detchd,1971.0,Unf,1.0,264.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,0.0,Mar,2010,WD,Family,121241.664
SC20,RL,4.290459441148391,9.21,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,2.079441541679836,7.580699752224563,2006,Gable,CompShg,HdBoard,HdBoard,BrkFace,4.007333185232471,Gd,TA,CBlock,TA,TA,No,ALQ,6.693323668269949,Unf,0.0,5.513428746164983,6.960347729101308,GasA,Ex,Y,SBrkr,6.960347729101308,0.0,0.0,6.960347729101308,0.6931471805599453,0.0,1,0.6931471805599453,3,0.6931471805599453,Gd,1.791759469228055,Typ,0.0,Missing,Attchd,1959.0,RFn,1.0,312.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,None,MnPrv,None,0.0,Aug,2008,WD,Normal,153698.06
SC70,RL,4.110873864173311,8.88,Pave,None,Reg,HLS,AllPub,Inside,Mod,Crawfor,Norm,Norm,1Fam,2Story,7,1.9459101490553128,7.566311014772463,2000,Gable,CompShg,Stucco,Wd Shng,None,0.0,TA,Fa,BrkTil,Gd,TA,No,Unf,0.0,Unf,0.0,6.655440350367647,6.655440350367647,GasA,TA,Y,SBrkr,6.747586526829315,6.480044561926653,0.0,7.315218389752975,0.0,0.0,1,0.6931471805599453,3,0.6931471805599453,TA,1.9459101490553128,Typ,0.6931471805599453,Gd,Attchd,1931.0,RFn,1.0,270.0,TA,TA,P,0.0,0.0,4.727387818712341,0.0,0.0,0.0,None,MnPrv,None,0.0,Feb,2008,WD,Normal,122539.42
SC50,RL,4.3694478524670215,9.77,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Artery,Norm,1Fam,1.5Fin,6,1.791759469228055,7.575071699507561,1950,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,6.816735880594968,6.816735880594968,GasA,TA,Y,SBrkr,6.816735880594968,6.304448802421981,0.0,7.285506548522785,0.0,0.6931471805599453,1,0.0,3,0.6931471805599453,TA,1.9459101490553128,Typ,0.6931471805599453,Gd,Attchd,1948.0,Unf,1.0,330.0,TA,TA,Y,5.262690188904886,0.0,0.0,0.0,0.0,0.0,None,None,None,0.0,Jan,2010,WD,Abnorml,109416.27
SC20,RL,4.330733340286331,9.2,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,2.079441541679836,7.583247524303362,1999,Hip,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,PConc,TA,TA,No,BLQ,6.45833828334479,Unf,0.0,6.745236349484363,7.304515946460155,GasA,Ex,Y,SBrkr,7.304515946460155,0.0,0.0,7.304515946460155,0.6931471805599453,0.0,1,0.0,3,0.6931471805599453,TA,2.079441541679836,Typ,0.0,Missing,Detchd,1968.0,Fin,2.0,480.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,None,MnPrv,None,0.0,Mar,2009,WD,Normal,112327.75
SC60,RL,4.406719247264253,9.42,Pave,None,Reg,Lvl,AllPub,CulDSac,Gtl,NWAmes,Norm,Norm,1Fam,2Story,7,2.079441541679836,7.589335823170617,1976,Gable,CompShg,Plywood,Plywood,BrkFace,5.455321115357702,TA,TA,CBlock,Gd,TA,No,Unf,0.0,Unf,0.0,6.677083461247136,6.677083461247136,GasA,TA,Y,SBrkr,7.04141166379481,6.677083461247136,0.0,7.568379267836522,0.0,0.0,2,0.6931471805599453,3,0.6931471805599453,TA,2.079441541679836,Typ,0.6931471805599453,TA,Attchd,1976.0,RFn,2.0,550.0,TA,TA,Y,0.0,4.736198448394496,5.53338948872752,0.0,0.0,0.0,None,None,None,0.0,Nov,2007,WD,Normal,99125.94
SC60,RL,3.970291913552122,10.75,Pave,None,IR2,Lvl,AllPub,CulDSac,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,2.079441541679836,7.598399329323964,2005,Hip,CompShg,VinylSd,VinylSd,BrkFace,6.270988431858299,Gd,TA,PConc,Gd,Gd,No,GLQ,7.216709486709457,Rec,5.198497031265826,4.48863636973214,7.396335293800808,GasA,Ex,Y,SBrkr,7.430707082545968,6.637258031284457,0.0,7.803435056952168,0.6931471805599453,0.0,2,0.6931471805599453,4,0.6931471805599453,Gd,2.19722457733622,Typ,0.6931471805599453,TA,Attchd,1994.0,RFn,3.0,711.0,TA,TA,Y,6.249975242259483,4.343805421853684,0.0,0.0,0.0,0.0,None,None,None,0.0,Jul,2009,WD,Normal,108488.414
